symbol,identifier,series,isin,industry,companyName,lastPrice,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,nearWKH,nearWKL,perChange365d,perChange30d,key,index,indexSymbol,last,variation,percentChange,yearLow,declines,advances,unchanged,previousDay,oneWeekAgo,oneMonthAgo,oneYearAgo
NRBBEARING,NRBBEARINGEQN,EQ,INE349A01021,Auto Components & Equipments,NRB Bearing Limited,314.1,-1.45,-0.46,171094.0,53586640.8,401.55,21.778109824430327,-28.125637364878653,20.41,-0.91,,,,,,,,,,,,,,
GATEWAY,GATEWAYEQN,EQ,INE079J01017,Logistics Solution Provider,Gateway Distriparks Limited,97.09,-0.45,-0.46,445825.0,43463479.25,121.55,20.123406005758945,-15.445897740784792,16.17,-7.99,,,,,,,,,,,,,,
RELIGARE,RELIGAREEQN,EQ,INE621H01010,Investment Company,Religare Enterprises Limited,284.35,-1.2,-0.42,442328.0,125714040.88,296.15,3.98446733074454,-41.046626984127,19.5,12.58,,,,,,,,,,,,,,
KSL,KSLEQN,EQ,INE907A01026,Iron & Steel Products,Kalyani Steels Limited,837.0,-3.45,-0.41,35588.0,29656192.16,1083.0,22.714681440443215,-97.63872491145219,55.28,-11.89,,,,,,,,,,,,,,
NETWEB,NETWEBEQN,EQ,INE0NT901020,Computers Hardware & Equipments,Netweb Technologies India Limited,2773.95,-10.75,-0.39,114214.0,321194895.08,2925.0,5.164102564102571,-275.56864337936634,221.76,16,,,,,,,,,,,,,,
FCL,FCLEQN,EQ,INE045J01026,Specialty Chemicals,Fineotex Chemical Limited,406.5,-1.4,-0.34,751313.0,308098435.03999996,458.85,11.408957175547568,-44.37932871603622,18.35,-0.82,,,,,,,,,,,,,,
GALAXYSURF,GALAXYSURFEQN,EQ,INE600K01018,Specialty Chemicals,Galaxy Surfactants Limited,3282.1,-11.2,-0.34,51714.0,171110766.06,3370.0,2.608308605341249,-46.065865598575876,10.11,-0.12,,,,,,,,,,,,,,
IDEAFORGE,IDEAFORGEEQN,EQ,INE349Y01013,Aerospace & Defense,Ideaforge Technology Limited,714.5,-2.35,-0.33,191666.0,137920936.94,1015.4,29.633641914516442,-15.465416936005179,-26.88,-2.07,,,,,,,,,,,,,,
SULA,SULAEQN,EQ,INE142Q01026,Breweries & Distilleries,Sula Vineyards Limited,486.95,-1.6,-0.33,199394.0,97354120.5,699.0,30.336194563662374,-8.937360178970915,1.52,1.54,,,,,,,,,,,,,,
IFBIND,IFBINDEQN,EQ,INE559A01017,Household Appliances,IFB Industries Limited,1945.3,-6.25,-0.32,58065.0,114601729.2,2172.0,10.437384898710867,-128.85882352941175,105.05,1.09,,,,,,,,,,,,,,
LAOPALA,LAOPALAEQN,EQ,INE059D01020,Glass - Consumer,La Opala RG Limited,374.95,-1.2,-0.32,100813.0,37733297.77,466.7,19.659310049282194,-29.115013774104693,-23.25,4.44,,,,,,,,,,,,,,
MANINFRA,MANINFRAEQN,EQ,INE949H01023,Civil Construction,Man Infraconstruction Limited,189.58,-0.56,-0.29,190446.0,36188548.92,249.3,23.955074207781788,-38.17784256559769,29.31,0.76,,,,,,,,,,,,,,
STAR,STAREQN,EQ,INE939A01011,Pharmaceuticals,Strides Pharma Science Limited,1391.55,-3.9,-0.28,198519.0,275345853.0,1431.0,2.756813417190779,-197.9764453961456,205.84,23.99,,,,,,,,,,,,,,
GREENPANEL,GREENPANELEQN,EQ,INE08ZM01014,Plywood Boards/ Laminates,Greenpanel Industries Limited,388.0,-1.1,-0.28,61980.0,23995557.0,449.9,13.75861302511669,-44.80313491323009,3.64,11.32,,,,,,,,,,,,,,
SFL,SFLEQN,EQ,INE916U01025,Furniture Home Furnishing,Sheela Foam Limited,926.25,-2.5,-0.27,284827.0,264023235.92000002,1297.0,28.585196607555897,-8.460187353629976,-17.99,-7.22,,,,,,,,,,,,,,
EPIGRAL,EPIGRALEQN,EQ,INE071N01016,Specialty Chemicals,Epigral Limited,2005.8,-4.8,-0.24,152342.0,301224313.18,2178.65,7.933812223165728,-129.99656002751976,-,1.69,,,,,,,,,,,,,,
INOXINDIA,INOXINDIAEQN,EQ,INE616N01034,Other Industrial Products,INOX India Limited,1167.35,-2.65,-0.23,84317.0,98720873.11,1506.9,22.533014798593147,-45.63657912793961,-,-9.02,,,,,,,,,,,,,,
VENKEYS,VENKEYSEQN,EQ,INE398A01010,Meat Products including Poultry,Venky's (India) Limited,2293.25,-5.25,-0.23,23696.0,54614540.800000004,2559.95,10.418172229926359,-49.78772044415415,18.23,21.81,,,,,,,,,,,,,,
ORIENTELEC,ORIENTELECEQN,EQ,INE142Z01019,Household Appliances,Orient Electric Limited,253.0,-0.55,-0.22,77797.0,19635184.83,297.1,14.843487041400207,-33.86243386243386,13.83,-2.19,,,,,,,,,,,,,,
SAMHI,SAMHIEQN,EQ,INE08U801020,Hotels & Resorts,Samhi Hotels Limited,211.74,-0.47,-0.22,291589.0,61854774.57,237.85,10.977506832036992,-66.39685658153242,-,15.2,,,,,,,,,,,,,,
SANGHVIMOV,SANGHVIMOVEQN,EQ,INE989A01024,Construction Vehicles,Sanghvi Movers Limited,802.9,-1.65,-0.21,320027.0,257596132.83999997,1494.95,46.292518144419546,-29.499999999999993,20.64,-21.05,,,,,,,,,,,,,,
PARAS,PARASBEN,BE,INE045601015,Aerospace & Defense,Paras Defence and Space Technologies Limited,1140.95,-2.15,-0.19,35884.0,41011464.760000005,1592.7,28.363784768004017,-87.04098360655739,-,1.77,,,,,,,,,,,,,,
AMIORG,AMIORGEQN,EQ,INE00FF01017,Pharmaceuticals,Ami Organics Limited,1537.15,-3.0,-0.19,167885.0,255734183.95,1557.9,1.3319211759419731,-53.03399870575937,4.95,3.59,,,,,,,,,,,,,,
ASHOKA,ASHOKAEQN,EQ,INE442H01029,Civil Construction,Ashoka Buildcon Limited,249.33,-0.43,-0.17,639770.0,159584228.8,284.74,12.435906440963684,-145.5243722304284,128.36,-7.56,,,,,,,,,,,,,,
WSTCSTPAPR,WSTCSTPAPREQN,EQ,INE976A01021,Paper & Paper Products,West Coast Paper Mills Limited,611.95,-1.0,-0.16,66396.0,40816941.0,815.0,24.91411042944785,-10.940899202320525,-2.17,-3.33,,,,,,,,,,,,,,
POWERMECH,POWERMECHEQN,EQ,INE211R01019,Civil Construction,Power Mech Projects Limited,6633.3,-9.65,-0.15,14895.0,99081837.9,7450.0,10.962416107382548,-97.12922926046451,60.05,12.02,,,,,,,,,,,,,,
UNIPARTS,UNIPARTSEQN,EQ,INE244O01017,Auto Components & Equipments,Uniparts India Limited,488.65,-0.7,-0.14,46606.0,22750718.9,638.15,23.42709394343023,-7.632158590308365,-22.56,-4.21,,,,,,,,,,,,,,
ITDCEM,ITDCEMEQN,EQ,INE686A01026,Civil Construction,ITD Cementation India Limited,489.7,-0.65,-0.13,265555.0,129436818.10000001,589.95,16.992965505551325,-160.4787234042553,136.59,6.54,,,,,,,,,,,,,,
NOCIL,NOCILEQN,EQ,INE163A01018,Specialty Chemicals,NOCIL Limited,285.0,-0.35,-0.12,195877.0,55746594.2,336.0,15.178571428571429,-35.52068473609129,28.48,-11.17,,,,,,,,,,,,,,
ESAFSFB,ESAFSFBEQN,EQ,INE818W01011,Other Bank,ESAF Small Finance Bank Limited,49.89,-0.05,-0.1,247885.0,12364503.8,82.4,39.45388349514563,-2.0662847790507324,-,0.65,,,,,,,,,,,,,,
FUSION,FUSIONEQN,EQ,INE139R01012,Microfinance Institutions,Fusion Finance Limited,308.3,-0.25,-0.08,89899.0,27712265.74,674.85,54.31577387567607,-9.637268847795172,-48.56,-26.44,,,,,,,,,,,,,,
AARTIDRUGS,AARTIDRUGSEQN,EQ,INE767A01016,Pharmaceuticals,Aarti Drugs Limited,529.25,-0.45,-0.08,104673.0,55601250.870000005,635.0,16.653543307086615,-22.78157986312492,2.32,13.96,,,,,,,,,,,,,,
SENCO,SENCOEQN,EQ,INE602W01019,Gems Jewellery And Watches,Senco Gold Limited,1283.5,-0.8,-0.06,208357.0,265298884.53,1329.0,3.4236267870579384,-178.3259243196357,166.87,10.31,,,,,,,,,,,,,,
DODLA,DODLAEQN,EQ,INE021O01019,Dairy Products,Dodla Dairy Limited,1208.85,-0.6,-0.05,35800.0,43505592.0,1346.1,10.19612213059951,-85.61996161228406,72.7,5,,,,,,,,,,,,,,
KIRLOSBROS,KIRLOSBROSEQN,EQ,INE732A01036,Compressors Pumps & Diesel Engines,Kirloskar Brothers Limited,1612.85,-0.5,-0.03,65611.0,104802418.63,2684.0,39.90871833084948,-101.09095442927499,117.54,-19.58,,,,,,,,,,,,,,
MUTHOOTMF,MUTHOOTMFEQN,EQ,INE046W01019,Microfinance Institutions,Muthoot Microfin Limited,232.0,-0.03,-0.01,129170.0,29822769.599999998,281.0,17.437722419928825,-18.006103763987795,-,-4.97,,,,,,,,,,,,,,
SANGHIIND,SANGHIINDEQN,EQ,INE999B01013,Cement & Cement Products,Sanghi Industries Limited,87.28,0.01,0.01,199411.0,17444474.28,156.0,44.05128205128205,-5.283474065138716,-,-6.47,,,,,,,,,,,,,,
SHARDAMOTR,SHARDAMOTREQN,EQ,INE597I01028,Auto Components & Equipments,Sharda Motor Industries Limited,2470.65,0.55,0.02,7506.0,18549802.98,2952.1,16.30872937908607,-185.75641915336575,166.71,11.72,,,,,,,,,,,,,,
DELTACORP,DELTACORPEQN,EQ,INE124G01033,Amusement Parks/ Other Recreation,Delta Corp Limited,131.54,0.04,0.03,975385.0,128516727.6,181.5,27.526170798898075,-25.935854475825746,-26.93,-0.28,,,,,,,,,,,,,,
HLEGLAS,HLEGLASEQN,EQ,INE461D01028,Industrial Products,HLE Glascoat Limited,403.0,0.2,0.05,58725.0,23683205.25,595.0,32.26890756302521,-1.2817290776577088,-29.86,-6.2,,,,,,,,,,,,,,
ADVENZYMES,ADVENZYMESEQN,EQ,INE837H01020,Biotechnology,Advanced Enzyme Technologies Limited,550.3,0.4,0.07,507051.0,276936044.66999996,571.0,3.625218914185647,-89.04156647200271,37.44,2.98,,,,,,,,,,,,,,
KIRLOSENG,KIRLOSENGEQN,EQ,INE146L01010,Compressors Pumps & Diesel Engines,Kirloskar Oil Engines Limited,1282.55,0.85,0.07,199485.0,256286358.9,1450.0,11.548275862068968,-173.6982501067008,171.4,13.21,,,,,,,,,,,,,,
TEGA,TEGAEQN,EQ,INE011K01018,Industrial Products,Tega Industries Limited,1842.2,1.65,0.09,10503.0,19296216.63,1970.2,6.496802355090853,-118.86657954140429,73.83,-10.23,,,,,,,,,,,,,,
SEQUENT,SEQUENTEQN,EQ,INE807F01027,Pharmaceuticals,Sequent Scientific Limited,178.22,0.2,0.11,2260994.0,405644933.54,184.7,3.5083919870059503,-104.85057471264368,76.8,17.45,,,,,,,,,,,,,,
KESORAMIND,KESORAMINDEQN,EQ,INE087A01019,Cement & Cement Products,Kesoram Industries Limited,219.68,0.26,0.12,331425.0,72628474.5,222.14,1.1074097416043844,-208.10659186535764,-,-2.37,,,,,,,,,,,,,,
EMIL,EMILEQN,EQ,INE02YR01019,Diversified Retail,Electronics Mart India Limited,214.26,0.25,0.12,1013027.0,214326122.39,262.0,18.22137404580153,-59.895522388059696,53.98,4.22,,,,,,,,,,,,,,
BAJAJCON,BAJAJCONEQN,EQ,INE933K01021,Personal Care,Bajaj Consumer Care Limited,260.75,0.35,0.13,162721.0,42445772.85,288.95,9.759473957432078,-30.53817271589487,2.58,0.25,,,,,,,,,,,,,,
JYOTICNC,JYOTICNCEQN,EQ,INE980O01024,Industrial Products,Jyoti CNC Automation Limited,1187.25,1.55,0.13,85318.0,101102683.17999999,1449.95,18.117866133314944,-222.62228260869566,-,8.14,,,,,,,,,,,,,,
MARKSANS,MARKSANSEQN,EQ,INE750C01026,Pharmaceuticals,Marksans Pharma Limited,293.55,0.44,0.15,2620346.0,758511556.6200001,296.7,1.0616784630940268,-201.2314007183171,115.11,16.57,,,,,,,,,,,,,,
LGBBROSLTD,LGBBROSLTDEQN,EQ,INE337A01034,Auto Components & Equipments,LG Balakrishnan & Bros Limited,1386.0,2.35,0.17,12904.0,17854232.48,1574.8,11.988823977647954,-43.790849673202615,30.1,1.22,,,,,,,,,,,,,,
KPIGREEN,KPIGREENBEN,BE,INE542W01025,Power Generation,KPI Green Energy Limited,819.15,1.45,0.18,142279.0,116882198.5,1118.0,26.730769230769234,-216.27413127413126,-,-,,,,,,,,,,,,,,
IONEXCHANG,IONEXCHANGEQN,EQ,INE570A01022,Water Supply & Management,ION Exchange (India) Limited,657.9,1.25,0.19,81911.0,53716414.69,768.4,14.380530973451329,-61.66605234058238,14.17,-8.2,,,,,,,,,,,,,,
ACCELYA,ACCELYAEQN,EQ,INE793A01012,Computers - Software & Consulting,Accelya Solutions India Limited,1818.65,3.4,0.19,2898.0,5250625.38,2127.4,14.513020588511798,-38.828244274809165,10.17,-2.8,,,,,,,,,,,,,,
DEN,DENEQN,EQ,INE947J01015,TV Broadcasting & Software Production,Den Networks Limited,55.7,0.11,0.2,7282084.0,411947491.88,69.4,19.74063400576369,-31.213191990577148,21.72,-3.72,,,,,,,,,,,,,,
SSWL,SSWLEQN,EQ,INE802C01033,Auto Components & Equipments,Steel Strips Wheels Limited,217.99,0.43,0.2,112341.0,24504942.33,299.0,27.09364548494983,-14.40041983731304,-8.92,-1.96,,,,,,,,,,,,,,
PSPPROJECT,PSPPROJECTEQN,EQ,INE488V01015,Civil Construction,PSP Projects Limited,697.45,1.65,0.24,19991.0,13929728.799999999,815.0,14.423312883435578,-16.26104350725122,-16.48,-6.01,,,,,,,,,,,,,,
ETHOSLTD,ETHOSLTDEQN,EQ,INE04TZ01018,Gems Jewellery And Watches,Ethos Limited,3370.4,8.5,0.25,16624.0,55999772.64,3524.95,4.384459354033383,-117.29795944682634,97.81,7.45,,,,,,,,,,,,,,
UTKARSHBNK,UTKARSHBNKEQN,EQ,INE735W01017,Other Bank,Utkarsh Small Finance Bank Limited,47.91,0.15,0.31,711947.0,34123619.71,68.3,29.85358711566618,-6.822742474916377,2.08,-2.04,,,,,,,,,,,,,,
PURVA,PURVABEN,BE,INE323I01011,Residential Commercial Projects,Puravankara Limited,456.35,1.45,0.32,55044.0,24901905.599999998,569.6,19.882373595505616,-333.58669833729215,-,-5.12,,,,,,,,,,,,,,
SPLPETRO,SPLPETROEQN,EQ,INE663A01033,Petrochemicals,Supreme Petrochem Limited,875.0,2.85,0.33,27814.0,24407897.56,926.6,5.568745952946257,-107.83847980997625,75.54,0.61,,,,,,,,,,,,,,
WONDERLA,WONDERLAEQN,EQ,INE066O01014,Amusement Parks/ Other Recreation,Wonderla Holidays Limited,855.1,2.9,0.34,21809.0,18634045.779999997,1105.9,22.678361515507735,-40.16883861978528,35.86,1,,,,,,,,,,,,,,
TVSHLTD,TVSHLTDEQN,EQ,INE105A01035,Investment Company,TVS Holdings Limited,14300.0,52.5,0.37,3256.0,46745643.120000005,14990.0,4.603068712474983,-176.98953057054032,-,2.98,,,,,,,,,,,,,,
TTKPRESTIG,TTKPRESTIGEQN,EQ,INE690A01028,Household Appliances,TTK Prestige Limited,902.15,3.5,0.39,46202.0,41498636.4,1025.0,11.98536585365854,-39.40353859228927,17,-4.17,,,,,,,,,,,,,,
HEMIPROP,HEMIPROPEQN,EQ,INE0AJG01018,Diversified Commercial Services,Hemisphere Properties India Limited,193.5,0.77,0.4,259264.0,50286845.440000005,264.95,26.96735233062842,-76.55109489051095,75.08,-1.43,,,,,,,,,,,,,,
CIGNITITEC,CIGNITITECEQN,EQ,INE675C01017,IT Enabled Services,Cigniti Technologies Limited,1387.55,5.9,0.43,63184.0,87584397.12,1415.0,1.9399293286219113,-77.89102564102564,71.67,0.93,,,,,,,,,,,,,,
EMUDHRA,EMUDHRAEQN,EQ,INE01QM01018,IT Enabled Services,eMudhra Limited,880.4,3.85,0.44,129180.0,112549366.8,927.7,5.098631022960016,-112.144578313253,63.47,-5.77,,,,,,,,,,,,,,
KRSNAA,KRSNAAEQN,EQ,INE08LI01020,Healthcare Service Provider,Krsnaa Diagnostics Limited,828.65,4.0,0.49,88580.0,73138734.39999999,837.9,1.1039503520706528,-56.92642742164569,11.96,6.17,,,,,,,,,,,,,,
HMAAGRO,HMAAGROEQN,EQ,INE0ECP01024,Meat Products including Poultry,HMA Agro Industries Limited,50.79,0.27,0.53,205274.0,10409444.540000001,84.05,39.57168352171327,-5.812499999999997,-93.36,-4.01,,,,,,,,,,,,,,
GUJALKALI,GUJALKALIEQN,EQ,INE186A01019,Commodity Chemicals,Gujarat Alkalies and Chemicals Limited,848.35,4.6,0.55,230823.0,195823308.51,869.3,2.409985045438851,-31.52713178294574,5.26,-2,,,,,,,,,,,,,,
ARVIND,ARVINDEQN,EQ,INE034A01011,Garments & Apparels,Arvind Limited,406.95,2.4,0.59,134742.0,54402082.5,421.3,3.4061239022074585,-148.89908256880733,129.35,8.43,,,,,,,,,,,,,,
JLHL,JLHLEQN,EQ,INE682M01012,Hospital,Jupiter Life Line Hospitals Limited,1375.7,8.05,0.59,123961.0,170107961.47,1653.95,16.823362253998003,-41.82474226804124,-,-0.72,,,,,,,,,,,,,,
RPOWER,RPOWEREQN,EQ,INE614G01033,Power Generation,Reliance Power Limited,31.24,0.19,0.61,32891149.0,1030150786.6800001,38.11,18.02676462870638,-100.90032154340834,60.84,-11.52,,,,,,,,,,,,,,
DCBBANK,DCBBANKEQN,EQ,INE503A01015,Private Sector Bank,DCB Bank Limited,122.28,0.83,0.68,458964.0,55764126.0,163.45,25.188130926888952,-11.264786169244763,4.86,-1.27,,,,,,,,,,,,,,
BOMDYEING,BOMDYEINGEQN,EQ,INE032A01023,Other Textile Products,Bombay Dyeing & Mfg Company Limited,214.17,1.63,0.77,497894.0,105463907.08,243.2,11.936677631578949,-59.709172259507824,56.87,-3.59,,,,,,,,,,,,,,
EVEREADY,EVEREADYEQN,EQ,INE128A01029,Household Products,Eveready Industries India Limited,468.2,3.65,0.79,185531.0,86258927.83,505.0,7.287128712871289,-58.684968649381446,8.65,10,,,,,,,,,,,,,,
INDIAGLYCO,INDIAGLYCOEQN,EQ,INE560A01015,Commodity Chemicals,India Glycols Limited,1242.35,10.0,0.81,44703.0,55370923.92,1399.9,11.254375312522335,-99.91149730469061,80.28,10.87,,,,,,,,,,,,,,
CYIENTDLM,CYIENTDLMEQN,EQ,INE055S01018,Industrial Products,Cyient DLM Limited,700.8,5.7,0.82,95772.0,66933135.36,883.8,20.706042090970808,-20.702721322769534,20.04,-4.77,,,,,,,,,,,,,,
BALMLAWRIE,BALMLAWRIEEQN,EQ,INE164A01016,Diversified,Balmer Lawrie & Company Limited,286.25,2.35,0.83,891401.0,256964166.26999998,320.45,10.672491808394442,-121.21329211746522,66.84,-1.39,,,,,,,,,,,,,,
JKIL,JKILEQN,EQ,INE576I01022,Civil Construction,J.Kumar Infraprojects Limited,761.45,6.4,0.85,104019.0,78694534.25999999,936.8,18.717976088812975,-95.19354011791847,102.62,0.94,,,,,,,,,,,,,,
SANSERA,SANSERAEQN,EQ,INE953O01021,Auto Components & Equipments,Sansera Engineering Limited,1560.0,13.65,0.88,123511.0,191801467.01000002,1568.9,0.5672764357192995,-90.12797074954297,59.14,4.68,,,,,,,,,,,,,,
SPANDANA,SPANDANAEQN,EQ,INE572J01011,Microfinance Institutions,Spandana Sphoorty Financial Limited,607.0,5.85,0.97,98646.0,59741990.52,1243.2,51.17438867438868,-3.521787328387478,-23.25,-3.45,,,,,,,,,,,,,,
KOLTEPATIL,KOLTEPATILEQN,EQ,INE094I01018,Residential Commercial Projects,Kolte - Patil Developers Limited,420.75,4.2,1.01,196535.0,82841467.85,585.0,28.076923076923077,-21.956521739130434,-2.86,16.07,,,,,,,,,,,,,,
PDSL,PDSLEQN,EQ,INE111Q01021,Trading - Textile Products,PDS Limited,555.0,5.85,1.07,96540.0,53578734.6,666.0,16.666666666666668,-40.61312389156322,69.7,-6.57,,,,,,,,,,,,,,
JCHAC,JCHACEQN,EQ,INE782A01015,Household Appliances,Johnson Controls - Hitachi Air Conditioning India Limited,2180.1,23.4,1.08,29376.0,62972156.16,2269.05,3.9201427910359077,-129.1585641456877,46.92,0,,,,,,,,,,,,,,
TECHNOE,TECHNOEEQN,EQ,INE285K01026,Civil Construction,Techno Electric & Engineering Company Limited,1597.05,17.05,1.08,51438.0,81078633.12,1796.7,11.112038737685761,-232.71875,134.38,-,,,,,,,,,,,,,,
LTFOODS,LTFOODSEQN,EQ,INE818H01020,Other Agricultural Products,LT Foods Limited,438.0,4.85,1.12,1838685.0,809278815.9,447.95,2.2212300479964258,-191.32025274359825,-,23.24,,,,,,,,,,,,,,
PARADEEP,PARADEEPEQN,EQ,INE088F01024,Fertilizers,Paradeep Phosphates Limited,87.59,0.99,1.14,1504175.0,131750688.25,98.35,10.94051855617691,-49.34356351236148,15.44,-5.44,,,,,,,,,,,,,,
HIKAL,HIKALEQN,EQ,INE475B01022,Pharmaceuticals,Hikal Limited,388.3,4.5,1.17,302199.0,115621337.4,407.45,4.699963185666948,-55.2578968412635,6.76,-1.91,,,,,,,,,,,,,,
JUNIPER,JUNIPEREQN,EQ,INE696F01016,Hotels & Resorts,Juniper Hotels Limited,380.8,4.45,1.18,68081.0,25867375.95,538.25,29.25220622387366,-4.328767123287674,-,-3.26,,,,,,,,,,,,,,
CHOICEIN,CHOICEINEQN,EQ,INE102B01014,Holding Company,Choice International Limited,465.6,5.6,1.22,619436.0,286315707.92,467.45,0.3957642528612613,-140.62015503875972,18.61,14.08,,,,,,,,,,,,,,
BLUEJET,BLUEJETEQN,EQ,INE0KBH01020,Pharmaceuticals,Blue Jet Healthcare Limited,527.55,6.5,1.25,301428.0,160275296.16,547.0,3.5557586837294415,-65.11737089201877,-,-3.67,,,,,,,,,,,,,,
JAICORPLTD,JAICORPLTDEQN,EQ,INE070D01027,Plastic Products - Industrial,Jai Corp Limited,356.6,4.45,1.26,295595.0,105119493.9,438.3,18.640200775724388,-75.6217680374292,53.2,0.15,,,,,,,,,,,,,,
SINDHUTRAD,SINDHUTRADEQN,EQ,INE325D01025,Diversified,Sindhu Trade Links Limited,24.44,0.31,1.28,572935.0,13996802.05,45.15,45.86932447397563,-46.347305389221575,-,24.34,,,,,,,,,,,,,,
THOMASCOOK,THOMASCOOKEQN,EQ,INE332A03015,Tour Travel Related Services,Thomas Cook  (India)  Limited,218.18,3.05,1.42,518008.0,112055490.56,264.0,17.356060606060602,-92.14442976662265,-,3.86,,,,,,,,,,,,,,
ANANTRAJ,ANANTRAJEQN,EQ,INE242C01024,Residential Commercial Projects,Anant Raj Limited,657.0,9.25,1.43,619370.0,402838248.0,660.0,0.45454545454545453,-212.7826707926684,169.88,14.27,,,,,,,,,,,,,,
GREENPLY,GREENPLYEQN,EQ,INE461C01038,Plywood Boards/ Laminates,Greenply Industries Limited,397.45,5.7,1.46,210486.0,83169333.17999999,411.95,3.5198446413399687,-167.01377225394694,134.87,2.13,,,,,,,,,,,,,,
GODREJAGRO,GODREJAGROEQN,EQ,INE850D01014,Animal Feed,Godrej Agrovet Limited,817.0,12.25,1.52,193130.0,155890673.39999998,876.7,6.809627010379838,-83.0402150778537,63.05,-5.14,,,,,,,,,,,,,,
NEULANDLAB,NEULANDLABEQN,EQ,INE794A01010,Pharmaceuticals,Neuland Laboratories Limited,12999.0,195.8,1.53,10339.0,133521154.48,13221.7,1.6843522391220547,-269.0800681431005,229.7,12.86,,,,,,,,,,,,,,
ICIL,ICILEQN,EQ,INE483B01026,Other Textile Products,Indo Count Industries Limited,407.6,6.3,1.57,342758.0,140311414.88,450.65,9.552868079440799,-89.40520446096656,65.85,7.31,,,,,,,,,,,,,,
ISGEC,ISGECEQN,EQ,INE858B01029,Civil Construction,Isgec Heavy Engineering Limited,1382.9,21.65,1.59,36377.0,49872139.46,1591.25,13.093479968578157,-110.80792682926831,98.58,-5.56,,,,,,,,,,,,,,
SHAREINDIA,SHAREINDIAEQN,EQ,INE932X01026,Stockbroking & Allied,Share India Securities Limited,306.35,4.8,1.59,655202.0,199063471.64,405.28,24.410284247927347,-20.3496366136319,-79.34,-3.2,,,,,,,,,,,,,,
RATEGAIN,RATEGAINEQN,EQ,INE0CLI01024,Computers - Software & Consulting,Rategain Travel Technologies Limited,754.05,11.8,1.59,138359.0,103344487.86999999,921.7,18.1892155799067,-42.79897736956728,19.38,-8,,,,,,,,,,,,,,
GRINFRA,GRINFRAEQN,EQ,INE201P01022,Civil Construction,G R Infraprojects Limited,1664.55,26.6,1.62,37141.0,61556379.169999994,1860.0,10.508064516129034,-62.4030440509293,19.96,-8.98,,,,,,,,,,,,,,
BANCOINDIA,BANCOINDIAEQN,EQ,INE213C01025,Auto Components & Equipments,Banco Products (I) Limited,680.4,11.0,1.64,84995.0,58092382.6,799.15,14.859538259400614,-65.64820450395617,31.65,-6.82,,,,,,,,,,,,,,
ARVINDFASN,ARVINDFASNEQN,EQ,INE955V01021,Speciality Retail,Arvind Fashions Limited,600.0,9.9,1.68,745803.0,443916861.66,605.3,0.8755988765901132,-100.7696168646478,64.58,5.65,,,,,,,,,,,,,,
VSTTILLERS,VSTTILLERSEQN,EQ,INE764D01017,Tractors,V.S.T Tillers Tractors Limited,4494.1,80.4,1.82,10966.0,49223303.52,4545.0,1.119911991199112,-49.983313309304506,17.25,1.93,,,,,,,,,,,,,,
TEAMLEASE,TEAMLEASEEQN,EQ,INE985S01024,Diversified Commercial Services,Teamlease Services Limited,3147.0,56.25,1.82,7181.0,22436962.689999998,3700.0,14.945945945945946,-36.82608695652174,28.31,-0.04,,,,,,,,,,,,,,
DREAMFOLKS,DREAMFOLKSEQN,EQ,INE0JS101016,Airport & Airport services,Dreamfolks Services Limited,508.0,9.15,1.83,564094.0,288449466.90000004,582.0,12.714776632302405,-17.29392749942276,-5.46,4.1,,,,,,,,,,,,,,
HERITGFOOD,HERITGFOODEQN,EQ,INE978A01027,Dairy Products,Heritage Foods Limited,578.45,10.65,1.88,326413.0,188461073.81,727.35,20.471574895167386,-176.37362637362637,120.25,-0.88,,,,,,,,,,,,,,
TIMETECHNO,TIMETECHNOEQN,EQ,INE508G01029,Plastic Products - Industrial,Time Technoplast Limited,432.3,8.0,1.89,1002648.0,425824605.59999996,442.85,2.3822964886530453,-208.56531049250538,174.6,20.78,,,,,,,,,,,,,,
GULFOILLUB,GULFOILLUBEQN,EQ,INE635Q01029,Lubricants,Gulf Oil Lubricants India Limited,1411.65,26.35,1.9,154028.0,218220709.28,1513.55,6.732516269697061,-170.405133607892,141.96,17,,,,,,,,,,,,,,
RESPONIND,RESPONINDEQN,EQ,INE688D01026,Furniture Home Furnishing,Responsive Industries Limited,298.0,5.65,1.93,866272.0,255940062.39999998,364.95,18.344978764214275,-19.176164767046586,8.29,-6.14,,,,,,,,,,,,,,
IIFLSEC,IIFLSECEQN,EQ,INE489L01022,Stockbroking & Allied,IIFL Securities Limited,327.85,6.2,1.93,667292.0,215728830.68,348.0,5.790229885057465,-335.1028533510286,243.4,29.82,,,,,,,,,,,,,,
SUPRAJIT,SUPRAJITEQN,EQ,INE399C01030,Auto Components & Equipments,Suprajit Engineering Limited,536.85,10.25,1.95,181268.0,96780797.88,639.6,16.064727954971858,-51.759717314487645,22.9,1.39,,,,,,,,,,,,,,
SBCL,SBCLEQN,EQ,INE386D01027,Iron & Steel Products,Shivalik Bimetal Controls Limited,599.0,11.6,1.97,335442.0,204183545.4,691.95,13.433051521063666,-30.217391304347824,-1.47,-11.01,,,,,,,,,,,,,,
INDOCO,INDOCOEQN,EQ,INE873D01024,Pharmaceuticals,Indoco Remedies Limited,375.15,7.7,2.1,57951.0,21700331.459999997,415.0,9.602409638554223,-30.896720167480794,15.91,10.96,,,,,,,,,,,,,,
